SULLIVAN,TN,52383,33945144A.jpg,Greenevill,N,9/29/2015,10:00 AM,Sullivan County Courthouse,"Blountville, TN  37617",51729,00:00.0,8/17/2015,valerie.brown@stl.usda.gov,,null,null,null,null,null,,Sewer,Community,3,1,Full,82,1 car attached,1 acre,Poured,996,2965 Weaver Pike,Bristol,37620,33945144,65,43,null, -Frame,5,Forced Air,Central Air,501,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
AUSTIN,TX,53740, ,44020,N,10/6/2015,10:00 AM,Austin County Courthouse foyer,"Bellville, TX 77418",109251,00:00.0,9/29/2015,megan.sharp@tx.usda.gov,,null,null,null,null,null,, , ,0,0, ,8,2 car detached,x,Slab,1572,122 Bluebonnet Dr,Bellville,77418,31920640,37,44,null, ,0, , ,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NICHOLAS,KY,52179,36179399A.jpg,18103,N,10/8/2015,10:00 AM,109 Mockingbird Lane,"Carlisle, KY  40311",42955,00:00.0,7/28/2015,vickie.jones2@stl.usda.gov,"An Open House will be held on Tuesday, September 29, 2015 from 10:00am - 11:00 am",null,null,null,null,null,,Sewer,Community,3,1,Crawlspace,91,N/A,9040,Block,1069,109 Mockingbird Lane,Carlisle,40311,36179399,35,18,null,Ranch-Brick,5,Baseboard,Other,612,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
PIKE,OH,52394,0339A.jpg,36036,N,10/2/2015,10:00 AM,PIKE COUNTY,WAVERLY OHIO,30000,00:00.0,8/18/2015,jana.odell@oh.usda.gov,,null,null,null,null,null,, ,Community,3,1,Partial,66,1 car carport,8335,Block,1264,305 LUCAS STREET,PIKETON,45661,339,77,36,null,A-Frame-Frame,6,Forced Air,Central Air,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MAHONING,OH,52405,9659A.jpg,36076,N,9/29/2015,1:30 PM,MAHONING COUNTY,YOUNGSTOWN OHIO,15000,00:00.0,8/18/2015,jana.odell@oh.usda.gov,,null,null,null,null,null,,Sewer,Community,3,1,Full,50,2 car detached,50x150,Block,1271,606 W OHIO AVENUE ,SEBRING,44672,9659,95,36,null,1.5 Story-Brick,6,Forced Air,N/A,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ANDERSON,KY,53467,33088027A.jpg,18057,N,10/15/2015,2:00 PM,1233 Tim Tam Way,"Lawrenceburg, KY  40342",92505,00:00.0,8/31/2015,vickie.jones2@stl.usda.gov,"An open house will be held on October 15, 2015 from 1:00 pm -2:00 pm",null,null,null,null,null,,Sewer,Community,3,2,Crawlspace,3,1 car attached,7680,Block,1239,1233 Tim Tam Way,Lawrenceburg,40342,33088027,15,18,null,Ranch-Brick,6,Forced Air,Central Air,1065,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MIAMI,OH,53496,7227A.jpg,36036,N,9/30/2015,10:00 AM,MIAMI COUNTY,TROY OHIO,40000,00:00.0,9/2/2015,jana.odell@oh.usda.gov,,null,null,null,null,null,,Sewer,Community,3,1,Crawlspace,55,1 car attached,19602,Block,988,210 W MAIN ST,FLETCHER,45327,7227,19,36,null,Ranch-Frame,5,Radiated,N/A,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HOUGHTON,MI,53694,21270737A.jpg,23017,N,10/22/2015,11:00 AM,401 E. Houghton Ave.,Houghton MI 49931,9010,00:00.0,9/25/2015,lynne.dicarlo@stl.usda.gov,"The sale is to be held in the Houghton County Circuit Courthouse in Houghton, Michigan. Ejectment will be at the sole cost of buyer. Property is vacant. Estimated value is $30,000. USDA DOES NOT guarantee information nor does it warranty the condition of the home. Property will be sold in AS-IN condition. For more information about United States Foreclosure Sales, contact USDA Rural Development at 1-800-349-5097 ext 4500",null,null,null,null,null,,Sewer,Community,4,1,Full,31,2 car attached,5428,Poured,1383,332 Eighth Street,Calumet,49913,21270737,115,23,null,2 Story-Frame,7,Baseboard,N/A,1717,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HUMBOLDT,NV,52164, ,29004,N,9/29/2015,1:00 PM,Front Entrance Humboldt Cty Court House,"Winnemucca, NV 89445",51400,00:00.0,9/23/2015,tamara.burke@nv.usda.gov,"Appraised value $110,000 as is. For bidding information, contact Trustee Staci Lindberg @ Title Service & Escrow: 775-463-3518, ref: TSL-37657-F-SL ",null,null,null,null,null,,Sewer,Community,2,1,Crawlspace,7,1 car attached,7500, ,902,1201 Cosgrave Ave,Winnemucca,89445,33910713,35,29,null,Ranch-Frame,5,Radiated,Evaporative,823,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
FAYETTE,OH,53497,9670A.jpg,36036,N,10/7/2015,10:00 AM,FAYETTE COUNTY,WASHINGTON C. H. OHIO,30000,00:00.0,9/2/2015,jana.odell@oh.usda.gov,,null,null,null,null,null,,Sewer,Community,3,2,Crawlspace,24,2 car attached,9634,Block,1288,850 RIVERBIRCH RD,WASHINGTON C. H.,43160,9670,9,36,null,Ranch-Frame,5,Forced Air,Central Air,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
STONE,AR,53502,37448281A.jpg,4005,N,9/30/2015,10:00am,Front Door Entrance of Stone Co. Courthouse,Mountain View AR 72560,74500,00:00.0,9/2/2015,mariann.richter@stl.usda.gov,"SALE LOCATION: Front Door Entrance of Stone Co. Courthouse, 107 W. Main Street, Mountain View AR 72560.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
****** Property Sold AS-IS.  Information provided is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to the best of our knowledge.  USDA DOES NOT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warranty or guarantee the property.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,null,null,null,null,,Septic,Community,2,2,Crawlspace,69,N/A,10.24,Block,1122,8997 HWY 9 SOUTH,MOUNTAIN VIEW,72560,37448281,8,4,null,Ranch-Frame,5,Forced Air,Central Air,572,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
KANKAKEE,IL,53701,121804101001A.jpg,13050,N,10/15/2015,11:00 AM,405  CourtSst,"Kankakee, IL 60901",100,00:00.0,9/26/2015,Craig.Schisler@il.usda.gov,"Open House not expected.  Terms are 10% down Casher's Check, payable to US Marshal, balance in 30 days.  Taxes will not be prorated.  For additional information contact Craig Schisler 815-875-8732 Ext 4.",null,null,null,null,null,,Septic,Well,2,1,Slab,46,1 car attached,100x140,Slab,1238,7252 E Baseline Rd,Saint Anne,60964,1.21804E+11,51,14,null,Ranch-Frame,5,Forced Air,N/A,2396,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GRAND,UT,53702,31143524A.jpg,4511,N,10/6/2015,12:30 PM,Grand County Courthouse,"125 E Center, Moab, UT",116969.56,00:00.0,9/25/2015,ryan.kocher@ut.usda.gov,QUESTIONS REGARDING THIS SALE SHALL BE DIRECTED TO RYAN KOCHER AT 435-586-7274 X110 OR ryan.kocher@ut.usda.gov.,null,null,null,null,null,,Sewer,Community,3,1,Crawlspace,250,N/A,7405,Poured,1068,761 Westwood Ave,Moab,84532,31143524,35,45,null,Ranch,5,Baseboard,Evaporative,855,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HIGHLAND,OH,53523,6740A.jpg,36036,N,10/8/2015,10:00 AM,HIGHLAND COUNTY,HILLSBORO OHIO,14000,00:00.0,9/4/2015,jana.odell@oh.usda.gov,,null,null,null,null,null,,Sewer,Community,4,1,Crawlspace,36,1 car detached,.16 AC,Block,1473,749 SPRING ST,GREENFIELD,45123,6740,60,36,null,1.5 Story-Frame,6,Forced Air,N/A,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
JOHNSTON,NC,53527,1889542A.jpg,34051,N,9/22/2015,10:00 AM,Johnston County Courthouse 207 E Johnston St,"Smithfield, NC 27577",24348,00:00.0,9/4/2015,cynthia.shaffer@stl.usda.gov,"Property Sold AS-IS. Information provided is correct to the best of our knowledge.  USDA does not warranty or guarantee the property estimated value of $24,348.  If you have any questions about the sale or any upset bids, please contact Clerk of Court at 919-209-5400 and reference 15SP422.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All sales are subject to postponement or cancellation at any time.  It is recommended that you contact the USDA/Rural Development office the day before the sale to ensure that it is still scheduled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,null,null,null,null,,Sewer,Community,3,1.5,Crawlspace,51,N/A,x, ,1325,302 Barbour Rd,Smithfield,27577,1889542,39,34,null,Ranch,6,Other,Other,1047,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
CARBON,UT,53703,12193030A.jpg,4511,N,10/23/2015,10:00 AM,Carbon County Courthouse,"149 E 100 S, Price, UT 84501",91869,00:00.0,9/25/2015,ryan.kocher@ut.usda.gov,QUESTIONS REGARDING THIS SALE SHALL BE DIRECTED TO RYAN KOCHER AT 435-586-7274 X110 OR ryan.kocher@ut.usda.gov.,null,null,null,null,null,,Sewer,Community,2,1,Full,244,N/A,6752,Poured,1008,392 S Giraud Ave,Price,84501,12193030,39,45,null,Ranch,4,Forced Air,N/A,782,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
UTAH,UT,53422,82286249A.jpg,4511,N,9/23/2015,8:00 AM,Fourth Judicial District Courts Complex,"125 N 100 W, Provo, UT",184656,00:00.0,8/25/2015,ryan.kocher@ut.usda.gov,QUESTIONS REGARDIONG THIS SALE SHALL BE DIRECTED TO RYAN KOCHER AT ryan.kocher@ut.usda.gov or 435-586-7274 x110.,null,null,null,null,null,,Sewer,Community,3,2,Full,25,2 car attached,11979,Poured,1335,1331 South 950 West,Payson,84651,82286249,4,45,null,Ranch,6,Forced Air,Central Air,1247,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GARRARD,KY,53423,4353260A.jpg,18057,N,10/14/2015,2:00 PM,118 Arvin Road,"Lancaster, KY  40444",33500,00:00.0,8/25/2015,vickie.jones2@stl.usda.gov,"Open house  will be held on October 14, 2015 from 1:00 pm- 2:00 pm",null,null,null,null,null,,Sewer,Community,3,1,Crawlspace,40,N/A,10196,Poured,1066,118 Arvin Road,Lancaster,40444,4353260,30,18,null,Ranch-Brick,5,Radiated,Other,690,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
GARRARD,KY,53461,35051874A.jpg,18057,N,10/14/2015,11:00 AM,346 Conn Lane,"Lancaster, KY  40444",41540,00:00.0,8/29/2015,vickie.jones2@stl.usda.gov,"Open house will be held on October 14, 2015 from 10:00 to 11:00am",null,null,null,null,null,,Septic,Community,3,2,Crawlspace,40,2 car detached,14950,Block,1643,346 Conn Lane,Lancaster,40444,35051874,44,18,null,Ranch-Brick,6,Forced Air,Central Air,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
INDEPENDENCE,AR,53424,1829153A.jpg,4032,N,10/6/2015,10:00am,Front Entrance Door of Independence Co. Courthouse,Batesville AR 72501,13500,00:00.0,8/25/2015,mariann.richter@stl.usda.gov,"SALE LOCATION:  Front Door Entrance of Independence Co. Courthouse, 192 E. Main St., Batesville AR 72501.  PHONE #: 870-793-8833.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
****** Property Sold AS-IS.  Information provided is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to the best of our knowledge.  USDA DOES NOT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warranty or guarantee the property.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,null,null,null,null,,Septic,Community,3,1,Crawlspace,32,1 car carport,110x210,Block,1165,171 ANTIOCH RD,CAVE CITY,72521,1829153,21,4,null,Ranch-Frame,6,Forced Air,Central Air,399,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
MITCHELL,GA,53481,36130930A.jpg,11137,N,10/6/2015,10:00 AM,Mitchell County Courthouse,"Camilla, GA 31730",30354,00:00.0,8/31/2015,dorothy.farmer@stl.usda.gov,,null,null,null,null,null,,Sewer,Community,3,1,Slab,101,1 car carport,9785, ,960,626 Lee Williams Dr NW,"Pelham, GA 31779",31779,36130930,32,11,null,Ranch-Frame,5,Forced Air,Window Unit,660,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LONOKE,AR,53494,36346478A.jpg,4062,N,9/30/2015,12:00PM,Main Entrance of Lonoke Co. Courthouse,Lonoke AR 72176,70500,00:00.0,9/2/2015,mariann.richter@stl.usda.gov,"SALE LOCATION: Main Entrance of Lonoke Co. Courthouse, 301 North Center Street, Lonoke AR 72176.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
****** Property Sold AS-IS.  Information provided is correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to the best of our knowledge.  USDA DOES NOT ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
warranty or guarantee the property.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,null,null,null,null,,Sewer,Community,3,2,Slab,43,2 car attached,105.11,Poured,1071,13 GREEN APPLE DRIVE,WARD,72176,36346478,7,4,null,Ranch-Brick,6,Forced Air,Central Air,978,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
FAYETTE,OH,53495,2516A.jpg,36036,N,10/7/2015,10:00 AM,FAYETTE COUNTY,WASHINGTON C. H. OHIO,53334,00:00.0,9/2/2015,jana.odell@oh.usda.gov,,null,null,null,null,null,,Sewer,Community,3,2,Crawlspace,24,2 car attached,8600,Block,1352,871 PEDDICORD AVE,WASHINGTON C.H.,43160,2516,9,36,null,Ranch-Frame,5,Forced Air,Central Air,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LEWIS,NY,53669,5143042A.jpg,33023,N,10/26/2015,10:00 AM,"Public Record Rm, Lewis Cnty Clerk's Office,","Lowville, NY",39019,00:00.0,9/21/2015,charles.cross@ny.usda.gov,Lot size is approx 11.80 Acres. <b>NOTICE</b>: Certain appraisal information provided is thought to be accurate but should not be deemed reliable. Appraisal information WAS based on external evaluation and available public records. <b>All USDA foreclosure auction properties are sold in <i>AS IS</i> condition!</b>,null,null,null,null,null,,Septic,Well,4,2,Crawlspace,25, ,x, ,,8264 Soft Maple Rd,Croghan,13327,5143042,11,33,null,Manufactured Home-Frame,6,Forced Air, ,3497,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
VAN BUREN,MI,53680,80752759A.jpg,23080,N,10/29/2015,1:00pm,Van Buren County Circuit Court,Paw Paw MI 49079,38225,00:00.0,9/23/2015,elaine.weathersby@stl.usda.gov,"The sale is to be held in the Van Buren County Circuit Courthouse in Paw Paw, Michigan. Ejectment will be at the sole cost of buyer. Property is vacant. Estimated value is $60,000. USDA DOES NOT guarantee information nor does it warranty the condition of the home. Property will be sold in AS-IN condition. For more information about United States Foreclosure Sales, contact USDA Rural Development at 1-800-349-5097 ext 4500.",null,null,null,null,null,,Septic,Well,3,2,Full,80,1 car attached,13695,Poured,1121,308 S Maple Street,Hartford,49057,80752759,10,23,null,Ranch-Frame,5,Forced Air,Central Air,2231,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HARRISON,WV,53682,6541038A.jpg,49-21,N,10/13/2015,2:10 PM,Front of Harrison County Courthouse,"Clarksburg, WV",22000,00:00.0,9/23/2015,Debra.Wise@wv.usda.gov,"AWESOME OPPORTUNITY for INVESTOR OR CONTRACTOR! REMODEL & RESTORE 3 BR, 1 BATH, RANCH FIXER UPPER ON FULL BASEMENT with DETACHED 2-CAR GARAGE with UPSTAIRS APARTMENT on 2.44 ACRES OF LAND! CALL FOR INFO. (304) 269-8436, Ext. 111.  Property SOLD ""as is"". ",null,null,null,null,null,,Sewer,Community,3,1,Full,17,2 car detached,2.44 ACRES,Block,1052,"Route 2, Box 26",West Milford,26451,6541038,41,49,null,Ranch-Frame,4,Forced Air,Central Air,1624,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CRAWFORD,MI,53696,37158665A.jpg,23028,N,10/28/2015,10:00 AM,200 W. Michigan Ave.,Grayling MI 49738,33415,00:00.0,9/25/2015,lynne.dicarlo@stl.usda.gov,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The sale is to be held in the Crawford County Circuit Courthouse in Grayling, Michigan. Ejectment will be at the sole cost of buyer. Property is vavant. Estimated value is $51,300. USDA DOES NOT guarantee information nor does it warranty the condition of the home. Property will be sold in AS-IN condition. For more information about United States Foreclosure Sales, contact USDA Rural Development at 1-800-349-5097 ext 4500",null,null,null,null,null,,Septic,Well,3,1.5,Full,20,N/A,12500,Poured,960,551 Pembroke Drive,Grayling,49738,37158665,21,23,null,Ranch-Frame,5,Forced Air,N/A,733,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
FLEMING,KY,52034,32686776A.jpg,18103,N,9/24/2015,10:00 AM,1450 Mt. Tabor Rd.,"Ewing, KY  41039",19430,00:00.0,9/1/2015,kathy.dawe@stl.usda.gov,"An Open House will be held on Wednesday, September 16, 2015 from 1:00 to 2:00 pm",null,null,null,null,null,,Septic,Community,2,1,Crawlspace,35,N/A,14810,Block,816,1450 Mt. Tabor Rd.,Ewing,41039,32686776,50,18,null,Ranch-Frame,4,Forced Air,Central Air,387,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
BRACKEN,KY,52035,39614615A.jpg,18103,N,10/1/2015,10:00 AM,212 Garrett Ave.,"Brooksville, KY  41004",52900,00:00.0,7/13/2015,vickie.jones2@stl.usda.gov,"An Open House will be held on Tuesday, September 22, 2015 from 10:00 - 11:00 am.",null,null,null,null,null,,Sewer,Community,2,2,Crawlspace,12,1 car carport,15050,Block,1827,212 Garrett Ave,Brooksville,41004,39614615,55,18,null,Ranch-Frame,5,Forced Air,Central Air,711,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LEE,IA,53699,38197081A.jpg,16044,N,10/7/2015,11:00 AM,"Lee County Courthouse, 701 Avenue F","Fort Madison, IA 52627",50575,00:00.0,9/25/2015,laurie.buress@stl.usda.gov,,null,null,null,null,null,,Sewer,Community,3,1,Partial,56,2 car attached,9275,Slab,1363,27 Pine Court,Montrose,52639,38197081,36,16,null,Split Level-Frame,8,Forced Air,Central Air,2214,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
KANKAKEE,IL,53700,121714313006A.jpg,13050,N,10/15/2015,11:15 AM,450 E Court St,"Kankakee, IL 60901",100,00:00.0,9/26/2015,Craig.Schisler@il.usda.gov,"Open House not expected.  Property believed to be vacant.  Terms are 10 % down - Cashier's Check payable to US Marshal, balance in 30 days.  Taxes will not be prorated. For additonal information contact Craig Schisler at 815-875-8732 Ext 4.",null,null,null,null,null,,Sewer,Community,2,1,Crawlspace,46,2 car detached,66x132,Block,768,205 W 4th St,Aroma Park,60910,1.21714E+11,67,14,null,Ranch-Frame,4,Forced Air,Central Air,1231,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
CROW WING,MN,52278,15284519A.jpg,24018,N,10/22/2015,10:00AM,304 Laurel Street,"Brainerd, MN 56401",0,00:00.0,8/6/2015,derek.lipp@stl.usda.gov,,null,null,null,null,null,,Sewer,Community,2,1,Crawlspace,18,2 car attached,10454, ,952,1211 28TH STREET SE,Brainerd,56401,15284519,12,24,null,Tri-Level-Frame,5,Forced Air,Central Air,1125,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
HARNETT,NC,53519,18890803A.jpg,34051,N,9/22/2015,12:30 PM,Harnett County Courthouse 301 W Cornelius Blvd#100,"Lillington, NC 27546",45324,00:00.0,9/3/2015,cynthia.shaffer@stl.usda.gov,"Property Sold AS-IS. Information provided is correct to the best of our knowledge.  USDA does not warranty or guarantee the property estimated value of $45,324.  If you have any questions about the sale or any upset bids, please contact Clerk of Court at 910-814-4600 and reference 15SP254.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All sales are subject to postponement or cancellation at any time.  It is recommended that you contact the USDA/Rural Development office the day before the sale to ensure that it is still scheduled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,null,null,null,null,,Septic,Community,3,2,Crawlspace,43,2 car attached,x, ,1146,35 Sandy Bluff Ct,Sanford,27330,18890803,20,34,null,Ranch,5,Forced Air,Central Air,1060,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
CAGUAS,PR,53570,32774219A.jpg,64005,N,10/8/2015,10:00 AM,Rio Grande,745,78728,00:00.0,9/10/2015,Angel.Lopez@pr.usda.gov,"RIO GRANDE ESTATES AVENIDA B N-1, RIO GRANDE, PR, RECORDED FARM 19077, PAGE 71, BOOK 279.  REAL ESTATE TAXES ID 091-063-316-01-001",null,null,null,null,null,,Sewer,Community,3,1, ,5,1 car attached,375.78, ,948,Avenida B N-1Rio Grande E,Rio Grande,745,32774219,31,64,null, ,6,N/A,N/A,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
MCDONOUGH,IL,53576,30722988A.jpg,13001,N,10/20/2015,11:00 AM,McDonough County Courthouse,"Macomb, IL.  61455",6000,00:00.0,9/11/2015,Diana.Belknap@il.usda.gov,"Please have cashiers' check for 10% of bid amount payable to U S Marshall Service in hand at the sale.  Open house will be held at the property on October 8, 2015 3:00 pm to 4:00 pm",null,null,null,null,null,,Sewer,Community,3,1,Slab,55,1 car carport,6100,Poured,900,138 Barsi Blvd.,Macomb,61455,30722988,60,14,null,Ranch-Frame,6,Forced Air,Central Air,1004.94,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
SCOTT,MS,53640,250620928A.jpg,Brandon,N,9/28/2015,11:00 AM,Courthouse South Front ,"Forest, MS",1411,00:00.0,9/17/2015,carolyn.graham@ms.usda.gov,Electrical Copper wiring has been stolen.  Heating and cooling unit has been stolen.  Large cracks in the brick veneer and the concrete slab.,250620928B.jpg,null,null,null,null,Morton,Sewer,Community,3,1.5, ,62,1 car carport,16025,Slab,125,237 Woodview Street,Morton,39117,250620928,31,25,null, -Brick,5,N/A,N/A,821,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
ROBESON,NC,53742,80831214A.jpg,34078,N,10/23/2015,11:00 AM,Robeson County Courthouse 500 North Elm St. Rm101,"Lumberton, NC 28359-1084",43412,00:00.0,9/29/2015,cynthia.shaffer@stl.usda.gov,"Property Sold AS-IS. Information provided is correct to the best of our knowledge.  USDA does not warranty or guarantee the property estimated value of $43,412.  If you have any questions about the sale or any upset bids, please contact Clerk of Court at 910-272-5900 and reference 15SP216.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All sales are subject to postponement or cancellation at any time.  It is recommended that you contact the USDA/Rural Development office the day before the sale to ensure that it is still scheduled.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,null,null,null,null,null,,Septic,Community,3,2,Crawlspace,78,1 car attached,x, ,1277,517 Doc Henderson Rd,Maxton,28364,80831214,5,34,null,Ranch,6,Other,Other,1013,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
WILCOX,AL,53743,725533A.jpg,1066,N,10/22/2015,11:00 AM,Wilcox Co Courthouse,Camden AL 36726,13470,00:00.0,9/29/2015,francine.brown@stl.usda.gov,,null,null,null,null,null,,Septic,Community,3,1,Slab,66,N/A,x,Slab,960,40 Meadowbrook St.,Camden,36726,725533,45,1,null,Ranch-Frame,5,N/A,Window Unit,54,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
NEWTON,MO,53392,123902A.jpg,29073,N,10/20/2015,1:00 PM,East door of the Newton County Courthouse,64850,28963,00:00.0,9/9/2015,lindsay.cheek@mo.usda.gov,,123902B.jpg,null,null,null,null,,Sewer,Community,3,1,Crawlspace,73,1 car attached,70x149,Poured,1004,829 Melody Lane,Neosho,64850,123902,47,26,null,Ranch-Frame,5,Forced Air,Central Air,450.31,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
LEE,NC,52251, ,34053,N,11/12/2015,12:00PM,Lee County Courthouse 1400 S Horner Blvd,Sanford NC 27330,107643,00:00.0,8/5/2015,tami.hackett@stl.usda.gov,"Foreclosure Sale date on November 12,2015 at 12:00 Noon.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Opening Bid $107,643.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"At the Lee County Courthouse 1400 S Horner Blvd, Sanford NC 27330. (919)-718-6300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Property is sold AS IS.,null,null,null,null,null,,Septic,Community,4,2,Crawlspace,53,N/A,x,Block,1840,1960 Nicholson Rd ,Sanford  NC,27332,3547698,23,34,null,Ranch-Frame,8,Forced Air,Central Air,1067,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,,,,,,
CAGUAS,PR,52260,7200077A.jpg,64005,N,9/24/2015,10:00 AM,Humacao,791,57209,00:00.0,8/5/2015,marilyn.feliciano@pr.usda.gov,"Property located at Urb. April Gardens 2M-1 28 St. Las Piedras, P.R. Recorded at farm 10,337, page 236, book 195. R/E Taxes ID: 279-060-224-01-000.",null,null,null,null,null,,Sewer,Community,3,1, ,5,1 car carport,314.05, ,862,April Gardens 2M-1,Las Piedras,771,7200077,37,64,null, ,6,N/A,N/A,0,Direct, ,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
